NoOfBedrooms,NoOfBathrooms,NoOfFloors,FlatArea,LotArea,BasementArea,AreaOfTheHouseFromBasement,LivingAreaAfterRenovation,LotAreaAfterRenovation,AgeOfHouse,ConditionOfTheHouse,OverallGrade,SalePrice
4,4.0,2.0,3280.0,8448.0,0,3280.0,3730.0,8030,11,Fair,10,785500.0
4,2.5,2.0,3362.0,8601.0,0,3362.0,2770.0,8601,14,Fair,8,410500.0
3,2.5,2.0,2200.0,11000.0,0,2200.0,2200.0,12851,40,Fair,9,580000.0
2,1.5,2.0,830.0,920.0,0,830.0,830.0,1200,13,Fair,7,345000.0
3,2.25,1.5,2160.0,37000.0,400,1760.0,2540.0,37000,85,Good,7,550000.0
4,3.0,2.0,2580.0,7299.0,0,2580.0,2250.0,6165,20,Fair,8,449500.0
3,1.0,1.0,2150.0,7007.0,0,2150.0,1720.0,9000,64,Fair,6,300000.0
4,2.5,2.0,3510.0,28052.0,0,3510.0,2890.0,28295,30,Fair,10,915000.0
4,3.75,2.0,3810.0,9916.0,0,3810.0,3040.0,11250,29,Fair,10,1580000.0
4,2.75,1.0,2020.0,2750.0,1010,1010.0,1840.0,4000,101,Fair,8,599000.0
4,2.5,1.0,2120.0,10202.0,500,1620.0,1570.0,10762,58,Good,7,755000.0
3,1.0,1.0,1250.0,7157.0,0,1250.0,1300.0,6796,74,Fair,7,400000.0
3,1.0,1.0,980.0,9115.0,0,980.0,1470.0,8716,50,Fair,7,133000.0
4,1.5,1.0,1250.0,8400.0,290,960.0,1560.0,8400,67,Fair,7,330000.0
4,1.0,1.5,1100.0,5000.0,0,1100.0,1560.0,4838,114,Excellent,6,330000.0
3,1.75,1.0,1330.0,9417.0,620,710.0,1690.0,7937,82,Excellent,6,375000.0
4,2.75,1.0,2560.0,8956.0,1060,1500.0,2280.0,9234,50,Good,7,485000.0
4,2.5,1.5,1850.0,11250.0,640,1210.0,1650.0,7623,37,Fair,7,470000.0
4,3.0,2.0,2790.0,3600.0,910,1880.0,1360.0,3600,113,Fair,8,1050000.0
4,1.0,1.5,1660.0,4704.0,400,1260.0,1360.0,5413,88,Fair,7,548800.0
2,1.0,1.0,1080.0,2674.0,360,720.0,1250.0,5000,99,Good,6,315000.0
3,2.0,1.0,3030.0,9374.0,930,2100.0,1990.0,6012,59,Good,7,590000.0
4,2.5,2.0,2380.0,12067.0,0,2380.0,2330.0,8621,16,Fair,7,439950.0
3,1.75,1.0,2250.0,26337.0,0,2250.0,1830.0,26337,38,Fair,8,325000.0
2,1.0,1.0,880.0,5111.0,0,880.0,1370.0,5111,87,Fair,6,400000.0
4,2.5,2.0,2770.0,10051.0,0,2770.0,2730.0,10675,31,Fair,10,685000.0
3,2.0,1.5,1340.0,10200.0,0,1340.0,1420.0,10200,65,Fair,7,339950.0
3,1.75,1.0,1660.0,8160.0,0,1660.0,1490.0,8100,67,Good,7,315000.0
3,2.5,2.0,1710.0,3795.0,0,1710.0,1600.0,3821,9,Fair,7,411753.0
2,1.75,1.0,1620.0,4879.0,580,1040.0,1500.0,5000,94,Fair,7,577000.0
3,1.75,1.0,1530.0,8829.0,0,1530.0,2060.0,9226,46,Excellent,8,500000.0
3,2.0,1.0,1440.0,10111.0,0,1440.0,1580.0,10200,55,Fair,7,210000.0
4,1.75,1.0,2020.0,16120.0,0,2020.0,1940.0,16350,49,Fair,7,640000.0
4,1.75,1.0,1870.0,8663.0,0,1870.0,1560.0,7800,69,Excellent,7,460000.0
2,1.0,1.0,620.0,4760.0,0,620.0,620.0,4760,77,Fair,6,265000.0
5,5.0,1.0,5774.0,31675.0,1284,4490.0,3260.0,13200,34,Fair,10,740000.0
3,1.0,1.0,1240.0,6195.0,0,1240.0,1760.0,11080,70,Fair,6,230000.0
3,1.75,1.0,1890.0,10661.0,430,1460.0,1680.0,9604,40,Excellent,7,315000.0
3,1.75,1.0,2410.0,51763.0,1000,1410.0,2410.0,49207,37,Good,8,432000.0
3,2.5,2.0,1530.0,3984.0,0,1530.0,1720.0,4005,23,Fair,8,467000.0
5,3.75,1.0,2800.0,9900.0,0,2800.0,1700.0,13200,54,Fair,7,255000.0
3,1.75,1.0,1460.0,6360.0,450,1010.0,1400.0,4240,39,Fair,7,316500.0
4,2.0,1.0,1580.0,6250.0,720,860.0,1580.0,6250,41,Fair,7,190000.0
3,2.0,1.5,1450.0,2400.0,0,1450.0,1450.0,4275,118,Fair,8,490000.0
4,1.75,1.0,1990.0,23200.0,0,1990.0,1950.0,17040,42,Good,7,378000.0
6,4.0,3.0,4470.0,17877.0,1240,3230.0,1790.0,18260,5,Fair,9,598800.0
5,3.0,1.0,1980.0,3868.0,760,1220.0,1970.0,3868,28,Fair,7,333800.0
4,2.5,2.0,2920.0,9904.0,0,2920.0,1810.0,5617,28,Good,9,690000.0
4,1.75,1.0,1660.0,6200.0,830,830.0,1780.0,5968,70,Good,6,320000.0
4,3.5,1.5,3190.0,6000.0,780,2410.0,2840.0,4000,106,Good,9,1250000.0
3,1.5,1.0,1560.0,9600.0,0,1560.0,1520.0,10000,57,Good,7,335000.0
3,2.5,1.0,3050.0,33920.0,0,3050.0,1970.0,60984,14,Fair,8,840000.0
4,2.75,2.0,3030.0,21780.0,0,3030.0,3020.0,28027,32,Fair,8,608250.0
3,2.5,2.0,2260.0,4165.0,0,2260.0,2770.0,4566,13,Fair,7,550000.0
3,1.0,1.0,1260.0,7920.0,0,1260.0,1300.0,7920,52,Fair,7,240000.0
3,2.25,2.0,3370.0,11757.0,0,3370.0,2690.0,10500,38,Good,9,998000.0
3,1.75,1.0,1490.0,8000.0,0,1490.0,1740.0,8165,40,Fair,8,275000.0
3,2.5,1.0,1570.0,9292.0,460,1110.0,1470.0,9222,41,Fair,7,284200.0
4,3.75,2.0,4490.0,7623.0,1400,3090.0,3760.0,7653,77,Good,10,1720000.0
4,3.75,2.0,4090.0,24825.0,690,3400.0,3910.0,11500,92,Good,10,2400000.0
5,2.5,2.0,4150.0,96574.0,0,4150.0,3320.0,40803,30,Fair,10,930800.0
4,3.0,1.0,2900.0,10400.0,1370,1530.0,2820.0,10400,59,Excellent,8,930000.0
4,1.5,1.0,1430.0,8775.0,400,1030.0,1390.0,7800,39,Fair,7,215000.0
2,1.5,1.0,1008.0,26487.0,0,1008.0,1132.0,24079,75,Good,6,480000.0
2,1.75,1.0,1480.0,5120.0,640,840.0,1090.0,5120,67,Good,6,483945.0
3,1.75,1.0,1240.0,8050.0,0,1240.0,1370.0,9856,40,Good,7,347000.0
3,2.0,1.0,1370.0,9760.0,260,1110.0,1640.0,9040,39,Good,7,232500.0
4,2.25,1.0,1770.0,33132.0,580,1190.0,2490.0,20000,53,Good,8,390000.0
3,2.25,1.0,2160.0,15360.0,750,1410.0,2180.0,8480,53,Fair,8,550000.0
4,2.5,2.0,2340.0,8971.0,0,2340.0,2510.0,9219,31,Fair,9,590000.0
1,1.0,1.0,960.0,40946.0,0,960.0,1320.0,20350,73,Excellent,5,420850.0
4,2.5,1.0,2280.0,8190.0,890,1390.0,1990.0,9000,35,Fair,7,345000.0
3,2.0,1.0,1970.0,7000.0,0,1970.0,1970.0,7365,32,Fair,8,429800.0
4,1.75,1.5,1530.0,17664.0,0,1530.0,1530.0,11625,50,Fair,7,302000.0
4,1.5,1.5,1790.0,3952.0,0,1790.0,1200.0,3876,86,Good,8,800000.0
3,2.5,2.0,1700.0,6000.0,0,1700.0,1940.0,6626,21,Fair,8,250000.0
3,2.0,1.0,2660.0,4500.0,1330,1330.0,1790.0,5000,96,Good,7,605000.0
3,1.75,1.0,1950.0,52256.0,0,1950.0,2450.0,51836,33,Good,8,412000.0
3,2.0,2.0,1340.0,5670.0,0,1340.0,1290.0,4892,24,Fair,6,252000.0
3,1.0,1.5,1130.0,12500.0,0,1130.0,2280.0,8750,64,Fair,7,375000.0
2,1.75,1.0,1950.0,2719.0,940,1010.0,1360.0,1256,99,Excellent,7,725000.0
5,3.5,1.0,3790.0,8200.0,1670,2120.0,1740.0,8676,17,Fair,8,471750.0
4,2.25,2.0,2020.0,85813.0,0,2020.0,2120.0,85813,23,Fair,7,490000.0
2,1.0,1.0,800.0,5100.0,0,800.0,1330.0,5100,73,Fair,7,439000.0
4,2.0,1.0,1770.0,8890.0,0,1770.0,1010.0,7620,69,Excellent,6,355000.0
1,0.75,1.0,940.0,87120.0,0,940.0,1930.0,165528,74,Fair,6,250000.0
4,2.25,1.0,2260.0,16188.0,0,2260.0,2840.0,10158,34,Fair,10,780000.0
2,1.0,1.0,890.0,3271.0,0,890.0,1190.0,5175,100,Good,6,409000.0
2,1.0,1.0,860.0,3880.0,0,860.0,1230.0,4260,102,Good,6,420000.0
1,0.75,1.0,680.0,9600.0,0,680.0,1580.0,6624,71,Fair,5,200000.0
2,1.5,1.0,2130.0,35679.0,0,2130.0,2670.0,35679,55,Good,7,830000.0
3,2.5,2.0,2390.0,4555.0,0,2390.0,2540.0,4500,12,Fair,9,695000.0
4,2.75,2.0,3488.0,9614.0,0,3488.0,3600.0,10891,20,Fair,10,815000.0
3,1.75,1.0,1260.0,6223.0,440,820.0,1260.0,6553,35,Fair,7,210000.0
3,1.75,1.0,2940.0,6000.0,1350,1590.0,2880.0,8100,61,Good,8,635000.0
4,2.5,2.0,2440.0,7322.0,0,2440.0,2590.0,9927,27,Fair,9,562500.0
4,2.5,2.0,2600.0,11951.0,0,2600.0,2820.0,12093,30,Fair,10,402500.0
3,2.0,1.0,2080.0,7020.0,1040,1040.0,1920.0,7000,67,Good,7,555000.0
3,1.0,1.0,1990.0,7173.0,0,1990.0,1320.0,7245,46,Fair,7,310000.0
4,2.5,2.0,2840.0,18001.0,0,2840.0,2500.0,18001,24,Fair,9,500000.0
6,3.0,1.0,2630.0,8800.0,1020,1610.0,1220.0,1173,59,Fair,7,430000.0
3,4.25,2.0,2820.0,7200.0,360,2460.0,3300.0,7522,88,Good,10,1600000.0
4,1.0,1.5,1560.0,4080.0,0,1560.0,1890.0,4080,95,Fair,7,627500.0
4,2.5,2.0,2330.0,7050.0,0,2330.0,1810.0,5424,20,Fair,8,335000.0
4,2.25,1.0,3320.0,20100.0,1510,1810.0,2450.0,9821,37,Good,8,962000.0
3,1.75,1.0,1730.0,14270.0,0,1730.0,1600.0,11232,59,Fair,7,299000.0
4,2.5,2.0,3110.0,5868.0,0,3110.0,2950.0,5924,17,Fair,8,399950.0
3,1.0,1.0,1230.0,9660.0,0,1230.0,1380.0,10125,50,Fair,7,322000.0
2,1.5,1.0,950.0,4625.0,0,950.0,1440.0,4625,69,Good,7,430000.0
3,1.75,1.0,1890.0,13860.0,0,1890.0,1500.0,14536,52,Excellent,7,307000.0
3,1.5,1.0,1010.0,5000.0,0,1010.0,980.0,5000,75,Fair,6,194000.0
3,1.0,1.0,1010.0,8581.0,0,1010.0,1060.0,10354,98,Good,6,180000.0
4,2.25,1.0,2340.0,13383.0,1170,1170.0,1810.0,12532,35,Fair,8,465000.0
4,2.5,2.0,2460.0,9296.0,0,2460.0,2730.0,9900,40,Fair,9,722500.0
2,1.0,1.0,1010.0,3400.0,0,1010.0,1800.0,3600,97,Fair,7,470450.0
3,2.5,2.0,1650.0,6000.0,0,1650.0,1750.0,6000,28,Fair,7,280000.0
4,2.0,1.0,1440.0,6702.0,0,1440.0,1030.0,6702,52,Good,7,176250.0
5,1.0,1.5,1710.0,9100.0,390,1320.0,1880.0,9100,92,Good,7,560000.0
3,2.5,2.0,2760.0,11287.0,760,2000.0,2760.0,13719,27,Fair,10,830000.0
2,1.0,1.0,1350.0,10096.0,0,1350.0,1280.0,10095,66,Good,7,276900.0
3,1.75,2.0,1660.0,4800.0,0,1660.0,1660.0,4800,112,Fair,7,625000.0
4,2.5,2.0,2960.0,4760.0,800,2160.0,1600.0,4760,118,Fair,8,1020000.0
1,1.0,1.0,1090.0,8750.0,0,1090.0,1830.0,5000,94,Good,6,463500.0
3,2.5,2.0,3110.0,9015.0,0,3110.0,2650.0,8960,28,Fair,9,485000.0
3,2.0,1.0,1380.0,7476.0,0,1380.0,1600.0,7227,29,Fair,7,272000.0
2,1.0,2.0,1290.0,3140.0,0,1290.0,1290.0,2628,10,Fair,7,305000.0
3,2.5,1.0,1980.0,13964.0,0,1980.0,2040.0,13964,59,Excellent,7,760000.0
2,1.0,1.0,870.0,6126.0,0,870.0,1620.0,6126,80,Good,7,387500.0
4,2.5,2.0,2470.0,5015.0,0,2470.0,2470.0,5100,14,Fair,8,352000.0
3,1.75,1.0,2140.0,40098.0,650,1490.0,2220.0,35371,68,Excellent,8,507000.0
3,1.0,1.0,770.0,9750.0,0,770.0,1560.0,10707,77,Fair,6,156000.0
3,3.25,3.0,1490.0,857.0,270,1220.0,1550.0,1092,17,Fair,8,580000.0
4,2.5,1.0,2510.0,35020.0,900,1610.0,2080.0,34398,41,Good,8,630000.0
5,1.5,1.0,1950.0,9000.0,820,1130.0,1680.0,9526,54,Fair,7,275000.0
5,4.0,1.0,3600.0,14720.0,1800,1800.0,3600.0,15358,58,Excellent,8,835000.0
4,2.5,2.0,2380.0,7850.0,0,2380.0,1940.0,7334,23,Fair,8,340000.0
2,1.0,1.0,720.0,6687.0,0,720.0,840.0,6687,76,Fair,6,329350.0
3,3.5,2.0,4070.0,26000.0,0,4070.0,3770.0,26000,27,Fair,10,1480000.0
3,1.0,1.0,1250.0,150117.0,0,1250.0,3060.0,50055,43,Fair,7,475000.0
3,2.25,3.0,2190.0,2416.0,0,2190.0,1510.0,3615,4,Fair,8,719950.0
1,1.0,1.0,810.0,2451.0,0,810.0,980.0,1198,77,Excellent,7,235000.0
3,1.5,1.0,2440.0,5750.0,1120,1320.0,2160.0,6820,79,Fair,8,875000.0
4,1.75,1.0,1740.0,9150.0,0,1740.0,1540.0,9147,44,Fair,7,380000.0
3,2.25,1.5,1480.0,97138.0,0,1480.0,1730.0,176418,34,Fair,7,325000.0
4,2.5,2.0,2120.0,57050.0,0,2120.0,3320.0,39082,29,Fair,9,475000.0
1,1.0,1.0,900.0,4368.0,0,900.0,1290.0,5000,103,Excellent,6,152900.0
2,2.0,1.0,1190.0,7570.0,0,1190.0,1190.0,7635,79,Fair,6,210000.0
4,1.0,1.0,1010.0,6000.0,260,750.0,1450.0,6000,93,Fair,6,350000.0
3,2.5,2.0,2100.0,17882.0,0,2100.0,2080.0,16686,33,Good,8,505000.0
4,2.25,1.0,2020.0,8424.0,640,1380.0,2030.0,7236,39,Good,7,464900.0
3,2.0,1.0,2520.0,5980.0,730,1790.0,1590.0,5750,61,Fair,8,650000.0
2,2.75,2.0,1370.0,1140.0,290,1080.0,1370.0,1090,9,Fair,8,369950.0
3,2.5,2.0,1530.0,2890.0,0,1530.0,1540.0,2890,17,Fair,7,250000.0
3,2.5,2.0,1530.0,2890.0,0,1530.0,1540.0,2890,17,Fair,7,320000.0
4,4.25,1.0,5040.0,16048.0,1620,3420.0,3960.0,14000,68,Fair,10,2530000.0
4,2.25,2.0,2530.0,24700.0,0,2530.0,2650.0,24700,44,Fair,7,340000.0
2,1.5,1.5,1010.0,1968.0,0,1010.0,1760.0,4200,112,Excellent,5,440000.0
3,1.0,1.0,1200.0,7727.0,0,1200.0,1300.0,7718,59,Good,7,219950.0
4,3.0,1.0,2720.0,11740.0,0,2720.0,2640.0,11740,61,Excellent,9,940000.0
4,1.5,1.5,1850.0,6125.0,740,1110.0,990.0,6125,73,Fair,6,399950.0
3,2.75,1.0,2340.0,8828.0,0,2340.0,3480.0,8526,64,Good,9,1570000.0
4,1.75,1.0,1860.0,9750.0,400,1460.0,1900.0,8913,49,Fair,7,528000.0
4,1.75,1.0,1940.0,8990.0,380,1560.0,2310.0,11745,62,Good,8,545000.0
2,2.0,1.0,1680.0,6194.0,0,1680.0,1900.0,5850,14,Fair,8,575000.0
4,2.75,1.0,1770.0,10184.0,520,1250.0,2070.0,8320,39,Fair,8,235000.0
3,2.5,2.0,1790.0,6371.0,0,1790.0,1850.0,6371,20,Fair,8,272000.0
4,1.75,1.0,1720.0,9600.0,0,1720.0,1660.0,10720,49,Good,8,380000.0
3,1.0,1.5,1280.0,6967.0,0,1280.0,1280.0,7245,69,Fair,7,195000.0
3,2.5,2.0,1690.0,4988.0,0,1690.0,1830.0,4733,16,Fair,7,297000.0
4,2.5,2.0,2190.0,7294.0,0,2190.0,2240.0,7379,15,Fair,8,349000.0
2,1.0,1.0,710.0,5200.0,0,710.0,1610.0,5200,76,Good,6,320000.0
4,1.5,1.0,1890.0,10707.0,0,1890.0,1610.0,8827,56,Fair,7,319990.0
2,2.0,1.5,1410.0,12282.0,0,1410.0,1410.0,8931,109,Excellent,8,439900.0
3,3.25,2.0,2210.0,3600.0,390,1820.0,2010.0,6690,23,Fair,8,429000.0
3,2.0,1.0,1540.0,6250.0,0,1540.0,2070.0,6250,20,Fair,7,272500.0
4,2.0,1.0,1350.0,7255.0,0,1350.0,1050.0,7288,59,Good,7,400000.0
5,2.0,1.5,1380.0,4300.0,0,1380.0,1830.0,3800,102,Fair,7,462000.0
2,1.0,1.0,890.0,6095.0,0,890.0,1450.0,5985,71,Fair,7,510000.0
3,2.5,2.0,1900.0,3255.0,0,1900.0,1880.0,3350,30,Fair,8,550000.0
3,1.0,1.0,1240.0,5200.0,0,1240.0,870.0,5200,49,Fair,6,150000.0
3,2.5,1.0,1730.0,8490.0,520,1210.0,1870.0,7400,49,Fair,7,460000.0
4,2.5,2.0,2090.0,10306.0,0,2090.0,2660.0,11481,32,Fair,10,632500.0
3,1.75,1.0,1650.0,11220.0,0,1650.0,1340.0,10129,49,Good,7,361000.0
3,2.25,2.0,1130.0,1221.0,100,1030.0,1300.0,5000,14,Fair,8,437000.0
6,2.75,1.0,3240.0,5750.0,1080,2160.0,1230.0,5750,68,Good,6,370000.0
4,2.5,2.0,3840.0,12151.0,0,3840.0,3560.0,11044,20,Fair,10,884250.0
3,1.0,1.0,1200.0,9936.0,0,1200.0,1200.0,10189,49,Good,6,225000.0
2,1.0,1.0,870.0,5000.0,0,870.0,820.0,5000,69,Fair,6,235000.0
6,3.5,2.0,2410.0,6000.0,190,2220.0,1980.0,6000,102,Fair,9,767500.0
3,1.75,1.5,1560.0,8078.0,0,1560.0,2890.0,16710,90,Good,6,1200000.0
3,2.5,2.0,2410.0,46609.0,0,2410.0,3370.0,40072,29,Fair,9,715000.0
4,2.25,1.0,2300.0,7700.0,920,1380.0,2010.0,8820,59,Fair,7,417000.0
3,1.0,1.0,1390.0,12145.0,0,1390.0,1030.0,10800,54,Good,7,199000.0
5,2.5,2.0,2920.0,5568.0,600,2320.0,2970.0,5568,112,Fair,8,875000.0
4,1.5,1.5,1370.0,3708.0,0,1370.0,2030.0,3708,92,Fair,7,545000.0
2,1.0,1.0,950.0,7692.0,0,950.0,1820.0,8221,92,Fair,6,192500.0
3,2.5,2.0,3090.0,7708.0,0,3090.0,3140.0,8592,19,Fair,10,822500.0
4,2.5,1.0,2390.0,10000.0,800,1590.0,1900.0,9752,43,Fair,9,800000.0
3,2.5,2.0,2070.0,4944.0,0,2070.0,3300.0,6179,88,Fair,9,1250000.0
4,4.25,2.0,5770.0,21300.0,0,5770.0,4620.0,22748,38,Good,10,3850000.0
3,2.5,2.0,1460.0,7936.0,0,1460.0,1830.0,7936,23,Fair,7,295000.0
2,1.75,1.0,1510.0,4980.0,0,1510.0,1350.0,4157,12,Fair,8,419000.0
5,3.25,1.0,5180.0,19606.0,2570,2610.0,4050.0,15296,25,Fair,10,1200000.0
4,2.75,2.0,3430.0,13907.0,0,3430.0,3250.0,13851,23,Fair,10,750000.0
4,1.5,1.0,1700.0,8400.0,0,1700.0,1750.0,8475,65,Fair,7,502000.0
3,1.75,1.0,2640.0,8000.0,1320,1320.0,2740.0,6000,58,Good,9,1030000.0
3,1.0,1.5,1200.0,15960.0,0,1200.0,1120.0,7800,73,Fair,6,398500.0
2,1.5,1.5,1850.0,4945.0,0,1850.0,1850.0,4950,111,Good,7,700000.0
5,1.5,1.0,1510.0,9078.0,0,1510.0,1480.0,9078,59,Good,7,248000.0
4,2.0,1.0,2130.0,2800.0,1060,1070.0,1990.0,3990,96,Excellent,7,800000.0
4,2.5,2.0,2640.0,8055.0,0,2640.0,1650.0,8055,14,Fair,9,383000.0
4,3.0,1.5,3000.0,4000.0,1030,1970.0,1900.0,4000,105,Fair,8,688000.0
3,2.0,1.0,1870.0,5455.0,810,1060.0,1870.0,7435,92,Excellent,7,521000.0
2,1.0,1.0,990.0,9223.0,0,990.0,1230.0,7244,69,Fair,7,365000.0
3,2.0,1.0,2005.0,7000.0,400,1605.0,1750.0,4500,38,Fair,7,491000.0
3,2.75,1.0,2030.0,7700.0,630,1400.0,1780.0,8160,53,Excellent,8,643000.0
3,2.5,1.0,1500.0,7350.0,440,1060.0,1390.0,7770,39,Okay,7,279000.0
4,1.0,1.5,1530.0,3900.0,0,1530.0,1300.0,3900,110,Good,7,583500.0
3,2.5,2.0,1990.0,3600.0,0,1990.0,1790.0,3600,14,Fair,7,310000.0
3,1.75,1.0,1420.0,7650.0,320,1100.0,1810.0,7650,34,Good,7,310000.0
3,1.0,1.0,1400.0,13975.0,0,1400.0,1260.0,7500,62,Good,6,280000.0
4,2.5,2.0,1870.0,5692.0,0,1870.0,2390.0,5293,14,Fair,7,272000.0
4,3.0,1.5,3040.0,36246.0,360,2680.0,3520.0,13178,95,Fair,9,870000.0
3,2.0,1.0,1790.0,7259.0,400,1390.0,1790.0,7700,38,Fair,7,307000.0
2,1.5,1.0,1590.0,4500.0,670,920.0,1900.0,4450,72,Good,7,490000.0
3,2.0,1.0,2050.0,9396.0,880,1170.0,1680.0,9391,58,Excellent,7,399950.0
5,3.5,1.0,4220.0,26784.0,2110,2110.0,3450.0,33945,60,Fair,10,1640000.0
5,4.5,2.0,4030.0,13474.0,0,4030.0,3860.0,12438,18,Fair,10,989000.0
4,1.75,1.0,1770.0,9011.0,720,1050.0,1410.0,8530,35,Excellent,7,264950.0
4,2.75,1.0,2100.0,7236.0,700,1400.0,1900.0,7519,39,Fair,8,491500.0
3,2.25,2.0,2120.0,15003.0,0,2120.0,2070.0,15203,34,Fair,7,345000.0
4,1.75,1.0,2600.0,18042.0,580,2020.0,2200.0,9408,49,Good,8,339900.0
3,3.0,2.0,2400.0,4000.0,540,1860.0,1750.0,3940,113,Fair,7,852000.0
5,3.5,1.0,3180.0,40946.0,1490,1690.0,2430.0,29620,50,Fair,7,585000.0
4,2.0,1.0,2790.0,8793.0,1150,1640.0,2400.0,9286,41,Good,8,723000.0
3,2.25,2.0,2080.0,70567.0,0,2080.0,3730.0,43560,28,Fair,8,594000.0
2,1.5,2.0,1370.0,4102.0,0,1370.0,1380.0,3211,31,Good,7,405000.0
4,2.5,2.0,2790.0,74495.0,0,2790.0,2790.0,24643,21,Fair,9,725500.0
2,1.0,1.0,1740.0,5719.0,0,1740.0,1980.0,5000,63,Fair,8,800000.0
3,3.75,1.0,6400.0,76665.0,2590,3810.0,3430.0,60548,52,Good,10,1330000.0
3,2.5,2.0,1800.0,8518.0,0,1800.0,1770.0,7570,22,Fair,7,180500.0
3,2.5,2.0,1800.0,8518.0,0,1800.0,1770.0,7570,22,Fair,7,325000.0
3,1.75,1.0,1190.0,7280.0,0,1190.0,1250.0,7800,50,Good,7,235000.0
2,1.0,1.0,860.0,8308.0,0,860.0,1310.0,8308,70,Good,7,330000.0
3,2.0,1.0,2460.0,6600.0,1090,1370.0,2150.0,6600,66,Good,8,678500.0
4,2.5,2.0,1980.0,6660.0,0,1980.0,1980.0,7150,44,Good,7,463000.0
2,1.0,1.0,670.0,4640.0,0,670.0,870.0,4501,75,Fair,6,250000.0
3,2.0,1.5,1410.0,4800.0,0,1410.0,1820.0,7200,91,Good,8,655000.0
4,2.25,1.0,1860.0,7000.0,740,1120.0,1990.0,8937,39,Fair,8,239900.0
3,1.0,1.0,980.0,9135.0,0,980.0,1780.0,9135,63,Fair,7,185000.0
4,2.25,2.0,3040.0,5000.0,960,2080.0,2870.0,5000,92,Good,9,1740000.0
3,2.25,1.0,1810.0,11800.0,570,1240.0,1810.0,5641,41,Fair,7,251700.0
4,2.0,1.0,1560.0,8250.0,240,1320.0,1870.0,8258,54,Fair,8,400000.0
4,1.75,1.0,2100.0,7960.0,760,1340.0,2060.0,7960,63,Fair,8,735000.0
5,2.0,2.0,2500.0,15250.0,0,2500.0,1880.0,18782,76,Excellent,8,1700000.0
2,1.0,1.0,520.0,22334.0,0,520.0,1572.0,10570,67,Okay,5,82500.0
4,4.0,2.0,3010.0,7221.0,0,3010.0,3490.0,7518,14,Fair,10,765000.0
4,1.75,1.0,2140.0,8162.0,720,1420.0,2040.0,7632,50,Fair,7,292500.0
3,2.25,1.0,2390.0,7000.0,400,1990.0,1610.0,7000,48,Good,7,270000.0
2,1.0,1.0,1510.0,6807.0,420,1090.0,1460.0,6807,79,Fair,7,415000.0
4,1.75,1.0,2210.0,19025.0,750,1460.0,2640.0,14999,66,Good,7,950000.0
3,2.75,2.0,2170.0,8396.0,0,2170.0,2170.0,8378,23,Fair,7,353000.0
3,2.5,3.0,1790.0,2375.0,0,1790.0,1450.0,2400,11,Fair,8,670950.0
3,1.75,1.0,1390.0,8700.0,550,840.0,1390.0,10875,106,Good,7,280950.0
3,1.75,1.0,1850.0,7735.0,0,1850.0,2220.0,7639,35,Good,8,585000.0
2,1.5,1.0,1480.0,43645.0,0,1480.0,1600.0,34326,44,Fair,8,525000.0
3,1.75,1.0,1850.0,8823.0,480,1370.0,1880.0,7580,45,Good,8,605000.0
4,3.5,2.0,3350.0,3752.0,800,2550.0,1050.0,4960,11,Fair,9,1010000.0
3,1.0,1.0,1040.0,8410.0,0,1040.0,1350.0,8410,76,Fair,7,245990.0
4,2.25,2.0,2810.0,12607.0,0,2810.0,2810.0,17400,33,Fair,10,535000.0
1,1.5,1.0,1010.0,5750.0,0,1010.0,1230.0,5750,107,Fair,7,410000.0
3,2.5,2.0,2250.0,7752.0,0,2250.0,2080.0,7033,30,Good,8,550000.0
3,1.75,1.0,1800.0,8000.0,0,1800.0,1950.0,8500,46,Fair,8,665000.0
3,1.0,1.0,2400.0,17239.0,510,1890.0,2390.0,7350,78,Good,7,455000.0
4,1.0,1.5,1780.0,4000.0,0,1780.0,1750.0,4000,96,Fair,7,440000.0
3,2.25,1.0,2120.0,14915.0,400,1720.0,2320.0,13100,39,Fair,9,332000.0
3,2.5,2.0,1860.0,6607.0,0,1860.0,1760.0,6766,29,Fair,7,280000.0
3,3.5,2.0,1460.0,1021.0,310,1150.0,1460.0,1245,12,Fair,8,570000.0
3,1.0,1.0,1230.0,10350.0,0,1230.0,1510.0,10427,61,Good,7,250000.0
2,1.0,1.0,1088.0,8453.0,0,1088.0,1088.0,8016,66,Fair,6,238000.0
3,1.0,1.0,800.0,5760.0,100,700.0,1060.0,6628,69,Fair,6,265000.0
3,1.0,1.0,1190.0,10350.0,0,1190.0,1850.0,10500,59,Good,7,306000.0
5,2.75,1.0,1940.0,4182.0,700,1240.0,1950.0,4182,16,Fair,7,345000.0
4,2.5,1.0,3300.0,10764.0,1580,1720.0,2290.0,10975,47,Good,9,765000.0
4,2.5,2.0,2590.0,11018.0,0,2590.0,2400.0,8042,20,Fair,8,346300.0
3,2.0,1.0,2080.0,11375.0,0,2080.0,1080.0,12899,16,Fair,8,342500.0
4,2.25,2.0,2680.0,5439.0,0,2680.0,2460.0,4473,18,Fair,7,501000.0
3,2.5,1.0,1670.0,8364.0,370,1300.0,1490.0,8143,28,Good,7,270000.0
3,1.0,1.5,1830.0,4400.0,110,1720.0,1650.0,4400,88,Good,8,638000.0
3,1.75,1.0,1400.0,2003.0,700,700.0,1370.0,1281,110,Good,8,460000.0
